,Route,Point,ARU,Geography,Lat,Long,Year,Date,Protocol,StartTime,CommonName,BirdCd,Survey,Visit,IndivCount,Distance,Confidence,Added
1418,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/21/22,ARU,5:52:30,Sora,SORA,3,13,1,NA,0.9486,No
1419,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/23/22,ARU,5:55:48,Sora,SORA,3,14,1,NA,0.9591,No
1420,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/29/22,ARU,8:24:26,Sora,SORA,3,15,0,NA,0.2276,No
1421,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,5/16/22,ARU,6:18:35,Swamp Sparrow,SWSP,1,1,1,NA,0.8004,No
1422,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,5/24/22,ARU,6:08:53,Swamp Sparrow,SWSP,1,2,1,NA,0.8205,No
1423,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,5/25/22,ARU,5:17:36,Swamp Sparrow,SWSP,1,3,1,NA,0.6718,No
1424,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,5/29/22,ARU,7:20:53,Swamp Sparrow,SWSP,1,4,1,NA,0.7494,No
1425,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,5/30/22,ARU,6:35:50,Swamp Sparrow,SWSP,1,5,1,NA,0.6605,No
1426,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/9/22,ARU,8:12:35,Swamp Sparrow,SWSP,2,6,1,NA,0.9593,No
1427,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/11/22,ARU,6:42:59,Swamp Sparrow,SWSP,2,7,1,NA,0.9938,No
1428,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/12/22,ARU,8:06:26,Swamp Sparrow,SWSP,2,8,1,NA,0.9877,No
1429,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/13/22,ARU,6:00:35,Swamp Sparrow,SWSP,2,9,1,NA,0.9882,No
1430,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/14/22,ARU,8:24:59,Swamp Sparrow,SWSP,2,10,1,NA,0.9661,No
1431,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/25/22,ARU,8:19:11,Swamp Sparrow,SWSP,3,11,1,NA,0.9906,No
1432,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/26/22,ARU,6:13:23,Swamp Sparrow,SWSP,3,12,1,NA,0.909,No
1433,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/27/22,ARU,8:25:47,Swamp Sparrow,SWSP,3,13,1,NA,0.959,No
1434,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/29/22,ARU,7:40:41,Swamp Sparrow,SWSP,3,14,1,NA,0.8841,No
1435,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/30/22,ARU,7:27:56,Swamp Sparrow,SWSP,3,15,1,NA,0.9044,No
1436,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,5/16/22,ARU,7:35:23,Virginia Rail,VIRA,1,1,1,NA,0.6085,No
1437,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,5/17/22,ARU,8:24:08,Virginia Rail,VIRA,1,2,1,NA,0.7026,No
1438,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,5/21/22,ARU,7:54:29,Virginia Rail,VIRA,1,3,0,NA,0.6784,No
1439,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,5/24/22,ARU,8:10:02,Virginia Rail,VIRA,1,4,0,NA,0.5183,No
1440,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,5/28/22,ARU,6:13:05,Virginia Rail,VIRA,1,5,0,NA,0.3694,No
1441,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/3/22,ARU,5:23:42,Virginia Rail,VIRA,2,6,0,NA,0.5747,No
1442,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/4/22,ARU,7:15:08,Virginia Rail,VIRA,2,7,0,NA,0.8513,No
1443,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/6/22,ARU,6:16:32,Virginia Rail,VIRA,2,8,0,NA,0.5623,No
1444,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/10/22,ARU,6:49:38,Virginia Rail,VIRA,2,9,0,NA,0.5967,No
1445,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/12/22,ARU,7:14:38,Virginia Rail,VIRA,2,10,0,NA,0.4622,No
1446,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/16/22,ARU,8:20:05,Virginia Rail,VIRA,3,11,0,NA,0.4194,No
1447,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/18/22,ARU,7:46:23,Virginia Rail,VIRA,3,12,0,NA,0.8092,No
1448,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/20/22,ARU,5:10:12,Virginia Rail,VIRA,3,13,0,NA,0.4646,No
1449,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/21/22,ARU,7:23:59,Virginia Rail,VIRA,3,14,0,NA,0.522,No
1450,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/29/22,ARU,6:58:35,Virginia Rail,VIRA,3,15,0,NA,0.7594,No
1451,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,5/26/22,ARU,5:00:30,Yellow-crowned Night Heron,YCNH,1,1,0,NA,0.2869,No
1452,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,5/28/22,ARU,6:20:26,Yellow-crowned Night Heron,YCNH,1,2,0,NA,NA,Yes
1453,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,5/29/22,ARU,6:47:50,Yellow-crowned Night Heron,YCNH,1,3,0,NA,0.8207,No
1454,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,5/30/22,ARU,5:38:03,Yellow-crowned Night Heron,YCNH,1,4,0,NA,0.2968,No
1455,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,5/31/22,ARU,5:13:48,Yellow-crowned Night Heron,YCNH,1,5,0,NA,0.1493,No
1456,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/3/22,ARU,8:25:48,Yellow-crowned Night Heron,YCNH,2,6,0,NA,NA,Yes
1457,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/9/22,ARU,7:31:29,Yellow-crowned Night Heron,YCNH,2,7,0,NA,NA,Yes
1458,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/10/22,ARU,7:35:01,Yellow-crowned Night Heron,YCNH,2,8,0,NA,NA,Yes
1459,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/13/22,ARU,5:43:09,Yellow-crowned Night Heron,YCNH,2,9,0,NA,0.37,No
1460,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/14/22,ARU,5:34:40,Yellow-crowned Night Heron,YCNH,2,10,0,NA,NA,Yes
1461,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/19/22,ARU,8:06:45,Yellow-crowned Night Heron,YCNH,3,11,0,NA,NA,Yes
1462,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/20/22,ARU,7:01:44,Yellow-crowned Night Heron,YCNH,3,12,0,NA,NA,Yes
1463,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/22/22,ARU,8:19:39,Yellow-crowned Night Heron,YCNH,3,13,0,NA,NA,Yes
1464,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/23/22,ARU,7:03:20,Yellow-crowned Night Heron,YCNH,3,14,0,NA,0.7988,No
1465,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/24/22,ARU,5:12:55,Yellow-crowned Night Heron,YCNH,3,15,0,NA,NA,Yes
1466,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,5/17/22,ARU,6:48:14,Yellow-headed Blackbird,YHBL,1,1,0,NA,0.2654,No
1467,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,5/18/22,ARU,8:12:32,Yellow-headed Blackbird,YHBL,1,2,0,NA,0.2276,No
1468,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,5/24/22,ARU,7:47:41,Yellow-headed Blackbird,YHBL,1,3,0,NA,0.4539,No
1469,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,5/27/22,ARU,8:09:53,Yellow-headed Blackbird,YHBL,1,4,0,NA,0.8286,No
1470,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,5/31/22,ARU,6:04:53,Yellow-headed Blackbird,YHBL,1,5,0,NA,0.2241,No
1471,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/5/22,ARU,5:30:03,Yellow-headed Blackbird,YHBL,2,6,0,NA,0.2865,No
1472,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/10/22,ARU,5:11:33,Yellow-headed Blackbird,YHBL,2,7,0,NA,0.306,No
1473,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/12/22,ARU,5:10:18,Yellow-headed Blackbird,YHBL,2,8,0,NA,0.8027,No
1474,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/13/22,ARU,5:52:03,Yellow-headed Blackbird,YHBL,2,9,1,NA,0.7742,No
1475,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/14/22,ARU,5:20:09,Yellow-headed Blackbird,YHBL,2,10,0,NA,0.378,No
1476,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/17/22,ARU,6:06:05,Yellow-headed Blackbird,YHBL,3,11,0,NA,0.2422,No
1477,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/21/22,ARU,5:32:27,Yellow-headed Blackbird,YHBL,3,12,0,NA,0.5366,No
1478,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/22/22,ARU,5:37:15,Yellow-headed Blackbird,YHBL,3,13,0,NA,0.2101,No
1479,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/24/22,ARU,6:05:08,Yellow-headed Blackbird,YHBL,3,14,1,NA,0.7482,No
1480,PETE,PETE-02,SMA06019_P2,North,44.583732,-88.023138,2022,6/30/22,ARU,7:25:17,Yellow-headed Blackbird,YHBL,3,15,1,NA,0.317,No
1481,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/21/22,ARU,8:13:14,American Bittern,AMBI,1,1,0,NA,0.4746,No
1482,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/23/22,ARU,8:12:17,American Bittern,AMBI,1,2,0,NA,0.4518,No
1483,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/24/22,ARU,7:41:05,American Bittern,AMBI,1,3,0,NA,0.2784,No
1484,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/25/22,ARU,7:54:08,American Bittern,AMBI,1,4,0,NA,0.492,No
1485,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/29/22,ARU,6:19:53,American Bittern,AMBI,1,5,0,NA,0.6079,No
1486,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/1/22,ARU,7:31:50,American Bittern,AMBI,2,6,0,NA,0.5357,No
1487,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/2/22,ARU,7:30:05,American Bittern,AMBI,2,7,0,NA,0.2381,No
1488,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/6/22,ARU,8:06:26,American Bittern,AMBI,2,8,0,NA,0.2418,No
1489,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/11/22,ARU,7:13:44,American Bittern,AMBI,2,9,0,NA,0.1804,No
1490,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/14/22,ARU,7:40:02,American Bittern,AMBI,2,10,0,NA,0.622,No
1491,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/15/22,ARU,8:05:35,American Bittern,AMBI,3,11,0,NA,0.2766,No
1492,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/20/22,ARU,6:57:11,American Bittern,AMBI,3,12,0,NA,0.3421,No
1493,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/23/22,ARU,8:03:17,American Bittern,AMBI,3,13,0,NA,0.1502,No
1494,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/27/22,ARU,8:10:32,American Bittern,AMBI,3,14,0,NA,0.1572,No
1495,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/30/22,ARU,5:31:39,American Bittern,AMBI,3,15,0,NA,0.147,No
1496,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/18/22,ARU,7:13:44,American Coot,AMCO,1,1,0,NA,0.1738,No
1497,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/23/22,ARU,6:34:32,American Coot,AMCO,1,2,0,NA,0.2071,No
1498,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/25/22,ARU,6:02:20,American Coot,AMCO,1,3,0,NA,0.1726,No
1499,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/26/22,ARU,7:39:23,American Coot,AMCO,1,4,0,NA,0.2838,No
1500,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/29/22,ARU,6:39:59,American Coot,AMCO,1,5,0,NA,0.2237,No
1501,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/1/22,ARU,6:50:05,American Coot,AMCO,2,6,0,NA,0.1795,No
1502,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/2/22,ARU,8:09:29,American Coot,AMCO,2,7,0,NA,0.1751,No
1503,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/3/22,ARU,8:14:14,American Coot,AMCO,2,8,0,NA,0.2338,No
1504,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/4/22,ARU,6:24:44,American Coot,AMCO,2,9,0,NA,0.1552,No
1505,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/6/22,ARU,5:52:27,American Coot,AMCO,2,10,0,NA,0.1666,No
1506,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/15/22,ARU,7:48:20,American Coot,AMCO,3,11,0,NA,0.3212,No
1507,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/16/22,ARU,5:01:54,American Coot,AMCO,3,12,0,NA,0.1235,No
1508,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/24/22,ARU,6:31:41,American Coot,AMCO,3,13,0,NA,0.1837,No
1509,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/27/22,ARU,6:22:53,American Coot,AMCO,3,14,0,NA,NA,Yes
1510,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/29/22,ARU,5:30:27,American Coot,AMCO,3,15,0,NA,NA,Yes
1511,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/17/22,ARU,7:48:56,Black Tern,BLTE,1,1,0,NA,0.2994,No
1512,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/18/22,ARU,7:50:26,Black Tern,BLTE,1,2,0,NA,0.188,No
1513,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/22/22,ARU,6:55:29,Black Tern,BLTE,1,3,0,NA,NA,Yes
1514,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/27/22,ARU,6:23:20,Black Tern,BLTE,1,4,0,NA,NA,Yes
1515,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/30/22,ARU,5:36:10,Black Tern,BLTE,1,5,0,NA,NA,Yes
1516,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/1/22,ARU,7:04:15,Black Tern,BLTE,2,6,0,NA,NA,Yes
1517,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/2/22,ARU,5:26:38,Black Tern,BLTE,2,7,0,NA,NA,Yes
1518,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/7/22,ARU,8:29:15,Black Tern,BLTE,2,8,0,NA,NA,Yes
1519,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/12/22,ARU,5:17:48,Black Tern,BLTE,2,9,0,NA,0.1086,No
1520,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/14/22,ARU,6:30:29,Black Tern,BLTE,2,10,0,NA,0.3061,No
1521,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/16/22,ARU,5:10:42,Black Tern,BLTE,3,11,0,NA,0.165,No
1522,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/17/22,ARU,7:04:05,Black Tern,BLTE,3,12,0,NA,0.2706,No
1523,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/26/22,ARU,6:49:17,Black Tern,BLTE,3,13,0,NA,0.2409,No
1524,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/27/22,ARU,7:22:32,Black Tern,BLTE,3,14,0,NA,0.18,No
1525,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/29/22,ARU,6:39:44,Black Tern,BLTE,3,15,1,NA,0.8954,No
1526,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/16/22,ARU,7:57:59,Black-crowned Night Heron,BCNH,1,1,0,NA,0.7276,No
1527,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/22/22,ARU,8:04:08,Black-crowned Night Heron,BCNH,1,2,0,NA,0.3216,No
1528,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/24/22,ARU,7:32:47,Black-crowned Night Heron,BCNH,1,3,0,NA,0.7608,No
1529,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/27/22,ARU,5:44:24,Black-crowned Night Heron,BCNH,1,4,0,NA,0.2591,No
1530,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/30/22,ARU,5:35:45,Black-crowned Night Heron,BCNH,1,5,0,NA,0.3309,No
1531,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/4/22,ARU,7:55:32,Black-crowned Night Heron,BCNH,2,6,0,NA,0.485,No
1532,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/5/22,ARU,5:00:48,Black-crowned Night Heron,BCNH,2,7,0,NA,0.4069,No
1533,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/6/22,ARU,6:12:29,Black-crowned Night Heron,BCNH,2,8,0,NA,0.2093,No
1534,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/10/22,ARU,8:21:05,Black-crowned Night Heron,BCNH,2,9,0,NA,0.1973,No
1535,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/13/22,ARU,8:15:11,Black-crowned Night Heron,BCNH,2,10,0,NA,0.9145,No
1536,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/17/22,ARU,7:58:23,Black-crowned Night Heron,BCNH,3,11,0,NA,0.1805,No
1537,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/19/22,ARU,8:20:14,Black-crowned Night Heron,BCNH,3,12,0,NA,0.2124,No
1538,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/24/22,ARU,8:08:56,Black-crowned Night Heron,BCNH,3,13,0,NA,0.4804,No
1539,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/25/22,ARU,6:56:47,Black-crowned Night Heron,BCNH,3,14,0,NA,0.2979,No
1540,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/26/22,ARU,7:53:29,Black-crowned Night Heron,BCNH,3,15,0,NA,0.2496,No
1541,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/15/22,ARU,5:21:09,Blue-winged Teal,BWTE,1,1,0,NA,0.1966,No
1542,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/17/22,ARU,8:04:17,Blue-winged Teal,BWTE,1,2,0,NA,0.2173,No
1543,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/23/22,ARU,5:59:48,Blue-winged Teal,BWTE,1,3,0,NA,0.2467,No
1544,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/25/22,ARU,6:28:50,Blue-winged Teal,BWTE,1,4,0,NA,0.5319,No
1545,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/26/22,ARU,7:51:08,Blue-winged Teal,BWTE,1,5,0,NA,0.4338,No
1546,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/2/22,ARU,6:14:14,Blue-winged Teal,BWTE,2,6,0,NA,0.1984,No
1547,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/6/22,ARU,5:15:48,Blue-winged Teal,BWTE,2,7,0,NA,0.147,No
1548,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/12/22,ARU,5:33:39,Blue-winged Teal,BWTE,2,8,0,NA,0.1191,No
1549,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/13/22,ARU,8:26:29,Blue-winged Teal,BWTE,2,9,0,NA,0.1481,No
1550,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/14/22,ARU,7:56:17,Blue-winged Teal,BWTE,2,10,0,NA,0.1022,No
1551,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/19/22,ARU,8:07:38,Blue-winged Teal,BWTE,3,11,0,NA,0.4769,No
1552,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/22/22,ARU,6:27:47,Blue-winged Teal,BWTE,3,12,0,NA,0.1686,No
1553,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/26/22,ARU,8:03:53,Blue-winged Teal,BWTE,3,13,0,NA,0.2095,No
1554,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/27/22,ARU,7:50:38,Blue-winged Teal,BWTE,3,14,0,NA,0.3826,No
1555,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/29/22,ARU,5:00:00,Blue-winged Teal,BWTE,3,15,0,NA,0.199,No
1556,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/18/22,ARU,5:40:24,Common Gallinule,COGA,1,1,0,NA,0.4473,No
1557,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/22/22,ARU,5:54:45,Common Gallinule,COGA,1,2,0,NA,0.1891,No
1558,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/23/22,ARU,8:11:17,Common Gallinule,COGA,1,3,0,NA,0.4646,No
1559,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/25/22,ARU,8:26:05,Common Gallinule,COGA,1,4,0,NA,0.1788,No
1560,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/31/22,ARU,5:21:18,Common Gallinule,COGA,1,5,0,NA,0.2303,No
1561,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/1/22,ARU,6:50:05,Common Gallinule,COGA,2,6,0,NA,0.215,No
1562,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/2/22,ARU,6:40:44,Common Gallinule,COGA,2,7,0,NA,0.1679,No
1563,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/4/22,ARU,5:08:15,Common Gallinule,COGA,2,8,0,NA,0.15,No
1564,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/6/22,ARU,8:18:38,Common Gallinule,COGA,2,9,0,NA,0.3443,No
1565,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/12/22,ARU,7:05:35,Common Gallinule,COGA,2,10,0,NA,0.506,No
1566,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/17/22,ARU,5:24:39,Common Gallinule,COGA,3,11,0,NA,0.2425,No
1567,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/18/22,ARU,5:04:24,Common Gallinule,COGA,3,12,0,NA,0.1582,No
1568,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/20/22,ARU,5:55:39,Common Gallinule,COGA,3,13,0,NA,0.1683,No
1569,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/26/22,ARU,8:27:05,Common Gallinule,COGA,3,14,0,NA,0.2084,No
1570,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/27/22,ARU,8:14:20,Common Gallinule,COGA,3,15,0,NA,0.2833,No
1571,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/17/22,ARU,5:32:21,King Rail,KIRA,1,1,0,NA,0.5453,No
1572,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/22/22,ARU,6:36:14,King Rail,KIRA,1,2,0,NA,0.5798,No
1573,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/23/22,ARU,6:13:50,King Rail,KIRA,1,3,0,NA,0.716,No
1574,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/24/22,ARU,7:23:14,King Rail,KIRA,1,4,0,NA,0.6928,No
1575,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,5/28/22,ARU,5:21:57,King Rail,KIRA,1,5,0,NA,0.557,No
1576,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/1/22,ARU,8:12:14,King Rail,KIRA,2,6,0,NA,0.4697,No
1577,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/7/22,ARU,6:07:02,King Rail,KIRA,2,7,0,NA,0.5985,No
1578,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/11/22,ARU,6:29:56,King Rail,KIRA,2,8,0,NA,0.6099,No
1579,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/12/22,ARU,6:53:53,King Rail,KIRA,2,9,0,NA,0.6706,No
1580,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/14/22,ARU,7:01:11,King Rail,KIRA,2,10,0,NA,0.5716,No
1581,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/18/22,ARU,5:59:18,King Rail,KIRA,3,11,0,NA,0.6756,No
1582,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/19/22,ARU,6:36:14,King Rail,KIRA,3,12,0,NA,0.8797,No
1583,PETE,PETE-03,SMA06024_P3,North,44.57903,-88.0265,2022,6/20/22,ARU,7:58:05,King Rail,KIRA,3,13,0,NA,0.631,No
